"id","name","code","slug","city_id:id","state_id","country_id","zipcode"
"res_country_district_1","Huyện Lập Thạch","VN-70_C0_Dlap-thach","lap-thach","res_city_81","VN-70","VN",""
"res_country_district_2","Huyện Tam Dương","VN-70_C0_Dtam-duong","tam-duong","res_city_81","VN-70","VN",""
"res_country_district_3","Huyện Tam Đảo","VN-70_C0_Dtam-dao","tam-dao","res_city_81","VN-70","VN",""
"res_country_district_4","Huyện Bình Xuyên","VN-70_C0_Dbinh-xuyen","binh-xuyen","res_city_81","VN-70","VN",""
"res_country_district_5","Huyện Yên Lạc","VN-70_C0_Dyen-lac","yen-lac","res_city_81","VN-70","VN",""
"res_country_district_6","Huyện Vĩnh Tường","VN-70_C0_Dvinh-tuong","vinh-tuong","res_city_81","VN-70","VN",""
"res_country_district_7","Huyện Sông Lô","VN-70_C0_Dsong-lo","song-lo","res_city_81","VN-70","VN",""
"res_country_district_8","Huyện Nho Quan","VN-18_C0_Dnho-quan","nho-quan","res_city_82","VN-18","VN",""
"res_country_district_9","Huyện Gia Viễn","VN-18_C0_Dgia-vien","gia-vien","res_city_82","VN-18","VN",""
"res_country_district_10","Huyện Hoa Lư","VN-18_C0_Dhoa-lu","hoa-lu","res_city_82","VN-18","VN",""
"res_country_district_11","Huyện Yên Khánh","VN-18_C0_Dyen-khanh","yen-khanh","res_city_82","VN-18","VN",""
"res_country_district_12","Huyện Kim Sơn","VN-18_C0_Dkim-son","kim-son","res_city_82","VN-18","VN",""
"res_country_district_13","Huyện Yên Mô","VN-18_C0_Dyen-mo","yen-mo","res_city_82","VN-18","VN",""
"res_country_district_14","Huyện U Minh","VN-59_C0_Du-minh","u-minh","res_city_83","VN-59","VN",""
"res_country_district_15","Huyện Thới Bình","VN-59_C0_Dthoi-binh","thoi-binh","res_city_83","VN-59","VN",""
"res_country_district_16","Huyện Trần Văn Thời","VN-59_C0_Dtran-van-thoi","tran-van-thoi","res_city_83","VN-59","VN",""
"res_country_district_17","Huyện Cái Nước","VN-59_C0_Dcai-nuoc","cai-nuoc","res_city_83","VN-59","VN",""
"res_country_district_18","Huyện Đầm Dơi","VN-59_C0_Ddam-doi","dam-doi","res_city_83","VN-59","VN",""
"res_country_district_19","Huyện Năm Căn","VN-59_C0_Dnam-can","nam-can","res_city_83","VN-59","VN",""
"res_country_district_20","Huyện Phú Tân","VN-59_C0_Dphu-tan","phu-tan","res_city_83","VN-59","VN",""
"res_country_district_21","Huyện Ngọc Hiển","VN-59_C0_Dngoc-hien","ngoc-hien","res_city_83","VN-59","VN",""
"res_country_district_22","Huyện Quế Phong","VN-22_C0_Dque-phong","que-phong","res_city_84","VN-22","VN",""
"res_country_district_23","Huyện Quỳ Châu","VN-22_C0_Dquy-chau","quy-chau","res_city_84","VN-22","VN",""
"res_country_district_24","Huyện Kỳ Sơn","VN-22_C0_Dky-son","ky-son","res_city_84","VN-22","VN",""
"res_country_district_25","Huyện Tương Dương","VN-22_C0_Dtuong-duong","tuong-duong","res_city_84","VN-22","VN",""
"res_country_district_26","Huyện Nghĩa Đàn","VN-22_C0_Dnghia-dan","nghia-dan","res_city_84","VN-22","VN",""
"res_country_district_27","Huyện Quỳ Hợp","VN-22_C0_Dquy-hop","quy-hop","res_city_84","VN-22","VN",""
"res_country_district_28","Huyện Quỳnh Lưu","VN-22_C0_Dquynh-luu","quynh-luu","res_city_84","VN-22","VN",""
"res_country_district_29","Huyện Con Cuông","VN-22_C0_Dcon-cuong","con-cuong","res_city_84","VN-22","VN",""
"res_country_district_30","Huyện Tân Kỳ","VN-22_C0_Dtan-ky","tan-ky","res_city_84","VN-22","VN",""
"res_country_district_31","Huyện Anh Sơn","VN-22_C0_Danh-son","anh-son","res_city_84","VN-22","VN",""
"res_country_district_32","Huyện Diễn Châu","VN-22_C0_Ddien-chau","dien-chau","res_city_84","VN-22","VN",""
"res_country_district_33","Huyện Yên Thành","VN-22_C0_Dyen-thanh","yen-thanh","res_city_84","VN-22","VN",""
"res_country_district_34","Huyện Đô Lương","VN-22_C0_Ddo-luong","do-luong","res_city_84","VN-22","VN",""
"res_country_district_35","Huyện Thanh Chương","VN-22_C0_Dthanh-chuong","thanh-chuong","res_city_84","VN-22","VN",""
"res_country_district_36","Huyện Nghi Lộc","VN-22_C0_Dnghi-loc","nghi-loc","res_city_84","VN-22","VN",""
"res_country_district_37","Huyện Nam Đàn","VN-22_C0_Dnam-dan","nam-dan","res_city_84","VN-22","VN",""
"res_country_district_38","Huyện Hưng Nguyên","VN-22_C0_Dhung-nguyen","hung-nguyen","res_city_84","VN-22","VN",""
"res_country_district_39","Huyện Long Hồ","VN-49_C0_Dlong-ho","long-ho","res_city_85","VN-49","VN",""
"res_country_district_40","Huyện Mang Thít","VN-49_C0_Dmang-thit","mang-thit","res_city_85","VN-49","VN",""
"res_country_district_41","Huyện Vũng Liêm","VN-49_C0_Dvung-liem","vung-liem","res_city_85","VN-49","VN",""
"res_country_district_42","Huyện Tam Bình","VN-49_C0_Dtam-binh","tam-binh","res_city_85","VN-49","VN",""
"res_country_district_43","Huyện Trà Ôn","VN-49_C0_Dtra-on","tra-on","res_city_85","VN-49","VN",""
"res_country_district_44","Huyện Bình Tân","VN-49_C0_Dbinh-tan","binh-tan","res_city_85","VN-49","VN",""
"res_country_district_45","Huyện Minh Hóa","VN-24_C0_Dminh-hoa","minh-hoa","res_city_86","VN-24","VN",""
"res_country_district_46","Huyện Tuyên Hóa","VN-24_C0_Dtuyen-hoa","tuyen-hoa","res_city_86","VN-24","VN",""
"res_country_district_47","Huyện Quảng Trạch","VN-24_C0_Dquang-trach","quang-trach","res_city_86","VN-24","VN",""
"res_country_district_48","Huyện Bố Trạch","VN-24_C0_Dbo-trach","bo-trach","res_city_86","VN-24","VN",""
"res_country_district_49","Huyện Quảng Ninh","VN-24_C0_Dquang-ninh","quang-ninh","res_city_86","VN-24","VN",""
"res_country_district_50","Huyện Lệ Thủy","VN-24_C0_Dle-thuy","le-thuy","res_city_86","VN-24","VN",""
"res_country_district_51","Quận Hồng Bàng","VN-HP_C0_Dhong-bang","hong-bang","res_city_87","VN-HP","VN",""
"res_country_district_52","Quận Ngô Quyền","VN-HP_C0_Dngo-quyen","ngo-quyen","res_city_87","VN-HP","VN",""
"res_country_district_53","Quận Lê Chân","VN-HP_C0_Dle-chan","le-chan","res_city_87","VN-HP","VN",""
"res_country_district_54","Quận Hải An","VN-HP_C0_Dhai-an","hai-an","res_city_87","VN-HP","VN",""
"res_country_district_55","Quận Kiến An","VN-HP_C0_Dkien-an","kien-an","res_city_87","VN-HP","VN",""
"res_country_district_56","Quận Đồ Sơn","VN-HP_C0_Ddo-son","do-son","res_city_87","VN-HP","VN",""
"res_country_district_57","Quận Dương Kinh","VN-HP_C0_Dduong-kinh","duong-kinh","res_city_87","VN-HP","VN",""
"res_country_district_58","Huyện Thuỷ Nguyên","VN-HP_C0_Dthuy-nguyen","thuy-nguyen","res_city_87","VN-HP","VN",""
"res_country_district_59","Huyện An Dương","VN-HP_C0_Dan-duong","an-duong","res_city_87","VN-HP","VN",""
"res_country_district_60","Huyện An Lão","VN-HP_C0_Dan-lao","an-lao","res_city_87","VN-HP","VN",""
"res_country_district_61","Huyện Kiến Thuỵ","VN-HP_C0_Dkien-thuy","kien-thuy","res_city_87","VN-HP","VN",""
"res_country_district_62","Huyện Tiên Lãng","VN-HP_C0_Dtien-lang","tien-lang","res_city_87","VN-HP","VN",""
"res_country_district_63","Huyện Vĩnh Bảo","VN-HP_C0_Dvinh-bao","vinh-bao","res_city_87","VN-HP","VN",""
"res_country_district_64","Huyện Cát Hải","VN-HP_C0_Dcat-hai","cat-hai","res_city_87","VN-HP","VN",""
"res_country_district_65","Huyện Bạch Long Vĩ","VN-HP_C0_Dbach-long-vi","bach-long-vi","res_city_87","VN-HP","VN",""
"res_country_district_66","Quận Ba Đình","VN-HN_C0_Dba-dinh","ba-dinh","res_city_88","VN-HN","VN",""
"res_country_district_67","Quận Hoàn Kiếm","VN-HN_C0_Dhoan-kiem","hoan-kiem","res_city_88","VN-HN","VN",""
"res_country_district_68","Quận Tây Hồ","VN-HN_C0_Dtay-ho","tay-ho","res_city_88","VN-HN","VN",""
"res_country_district_69","Quận Long Biên","VN-HN_C0_Dlong-bien","long-bien","res_city_88","VN-HN","VN",""
"res_country_district_70","Quận Cầu Giấy","VN-HN_C0_Dcau-giay","cau-giay","res_city_88","VN-HN","VN",""
"res_country_district_71","Quận Đống Đa","VN-HN_C0_Ddong-da","dong-da","res_city_88","VN-HN","VN",""
"res_country_district_72","Quận Hai Bà Trưng","VN-HN_C0_Dhai-ba-trung","hai-ba-trung","res_city_88","VN-HN","VN",""
"res_country_district_73","Quận Hoàng Mai","VN-HN_C0_Dhoang-mai","hoang-mai","res_city_88","VN-HN","VN",""
"res_country_district_74","Quận Thanh Xuân","VN-HN_C0_Dthanh-xuan","thanh-xuan","res_city_88","VN-HN","VN",""
"res_country_district_75","Huyện Sóc Sơn","VN-HN_C0_Dsoc-son","soc-son","res_city_88","VN-HN","VN",""
"res_country_district_76","Huyện Đông Anh","VN-HN_C0_Ddong-anh","dong-anh","res_city_88","VN-HN","VN",""
"res_country_district_77","Huyện Gia Lâm","VN-HN_C0_Dgia-lam","gia-lam","res_city_88","VN-HN","VN",""
"res_country_district_78","Quận Nam Từ Liêm","VN-HN_C0_Dnam-tu-liem","nam-tu-liem","res_city_88","VN-HN","VN",""
"res_country_district_79","Huyện Thanh Trì","VN-HN_C0_Dthanh-tri","thanh-tri","res_city_88","VN-HN","VN",""
"res_country_district_80","Quận Bắc Từ Liêm","VN-HN_C0_Dbac-tu-liem","bac-tu-liem","res_city_88","VN-HN","VN",""
"res_country_district_81","Huyện Mê Linh","VN-HN_C0_Dme-linh","me-linh","res_city_88","VN-HN","VN",""
"res_country_district_82","Quận Hà Đông","VN-HN_C0_Dha-dong","ha-dong","res_city_88","VN-HN","VN",""
"res_country_district_83","Huyện Ba Vì","VN-HN_C0_Dba-vi","ba-vi","res_city_88","VN-HN","VN",""
"res_country_district_84","Huyện Phúc Thọ","VN-HN_C0_Dphuc-tho","phuc-tho","res_city_88","VN-HN","VN",""
"res_country_district_85","Huyện Đan Phượng","VN-HN_C0_Ddan-phuong","dan-phuong","res_city_88","VN-HN","VN",""
"res_country_district_86","Huyện Hoài Đức","VN-HN_C0_Dhoai-duc","hoai-duc","res_city_88","VN-HN","VN",""
"res_country_district_87","Huyện Quốc Oai","VN-HN_C0_Dquoc-oai","quoc-oai","res_city_88","VN-HN","VN",""
"res_country_district_88","Huyện Thạch Thất","VN-HN_C0_Dthach-that","thach-that","res_city_88","VN-HN","VN",""
"res_country_district_89","Huyện Chương Mỹ","VN-HN_C0_Dchuong-my","chuong-my","res_city_88","VN-HN","VN",""
"res_country_district_90","Huyện Thanh Oai","VN-HN_C0_Dthanh-oai","thanh-oai","res_city_88","VN-HN","VN",""
"res_country_district_91","Huyện Thường Tín","VN-HN_C0_Dthuong-tin","thuong-tin","res_city_88","VN-HN","VN",""
"res_country_district_92","Huyện Phú Xuyên","VN-HN_C0_Dphu-xuyen","phu-xuyen","res_city_88","VN-HN","VN",""
"res_country_district_93","Huyện Ứng Hòa","VN-HN_C0_Dung-hoa","ung-hoa","res_city_88","VN-HN","VN",""
"res_country_district_94","Huyện Mỹ Đức","VN-HN_C0_Dmy-duc","my-duc","res_city_88","VN-HN","VN",""
"res_country_district_95","Huyện Tân Hồng","VN-45_C0_Dtan-hong","tan-hong","res_city_89","VN-45","VN",""
"res_country_district_96","Huyện Hồng Ngự","VN-45_C0_Dhong-ngu","hong-ngu","res_city_89","VN-45","VN",""
"res_country_district_97","Huyện Tam Nông","VN-45_C0_Dtam-nong","tam-nong","res_city_89","VN-45","VN",""
"res_country_district_98","Huyện Tháp Mười","VN-45_C0_Dthap-muoi","thap-muoi","res_city_89","VN-45","VN",""
"res_country_district_99","Huyện Cao Lãnh","VN-45_C0_Dcao-lanh","cao-lanh","res_city_89","VN-45","VN",""
"res_country_district_100","Huyện Thanh Bình","VN-45_C0_Dthanh-binh","thanh-binh","res_city_89","VN-45","VN",""
"res_country_district_101","Huyện Lấp Vò","VN-45_C0_Dlap-vo","lap-vo","res_city_89","VN-45","VN",""
"res_country_district_102","Huyện Lai Vung","VN-45_C0_Dlai-vung","lai-vung","res_city_89","VN-45","VN",""
"res_country_district_103","Huyện Châu Thành","VN-45_C0_Dchau-thanh","chau-thanh","res_city_89","VN-45","VN",""
"res_country_district_104","Huyện Tam Đường","VN-01_C0_Dtam-duong","tam-duong","res_city_90","VN-01","VN",""
"res_country_district_105","Huyện Mường Tè","VN-01_C0_Dmuong-te","muong-te","res_city_90","VN-01","VN",""
"res_country_district_106","Huyện Sìn Hồ","VN-01_C0_Dsin-ho","sin-ho","res_city_90","VN-01","VN",""
"res_country_district_107","Huyện Phong Thổ","VN-01_C0_Dphong-tho","phong-tho","res_city_90","VN-01","VN",""
"res_country_district_108","Huyện Than Uyên","VN-01_C0_Dthan-uyen","than-uyen","res_city_90","VN-01","VN",""
"res_country_district_109","Huyện Tân Uyên","VN-01_C0_Dtan-uyen","tan-uyen","res_city_90","VN-01","VN",""
"res_country_district_110","Huyện Nậm Nhùn","VN-01_C0_Dnam-nhun","nam-nhun","res_city_90","VN-01","VN",""
"res_country_district_111","Huyện Văn Lâm","VN-66_C0_Dvan-lam","van-lam","res_city_91","VN-66","VN",""
"res_country_district_112","Huyện Văn Giang","VN-66_C0_Dvan-giang","van-giang","res_city_91","VN-66","VN",""
"res_country_district_113","Huyện Yên Mỹ","VN-66_C0_Dyen-my","yen-my","res_city_91","VN-66","VN",""
"res_country_district_114","Huyện Ân Thi","VN-66_C0_Dan-thi","an-thi","res_city_91","VN-66","VN",""
"res_country_district_115","Huyện Khoái Châu","VN-66_C0_Dkhoai-chau","khoai-chau","res_city_91","VN-66","VN",""
"res_country_district_116","Huyện Kim Động","VN-66_C0_Dkim-dong","kim-dong","res_city_91","VN-66","VN",""
"res_country_district_117","Huyện Tiên Lữ","VN-66_C0_Dtien-lu","tien-lu","res_city_91","VN-66","VN",""
"res_country_district_118","Huyện Phù Cừ","VN-66_C0_Dphu-cu","phu-cu","res_city_91","VN-66","VN",""
"res_country_district_119","Huyện Tràng Định","VN-09_C0_Dtrang-dinh","trang-dinh","res_city_92","VN-09","VN",""
"res_country_district_120","Huyện Bình Gia","VN-09_C0_Dbinh-gia","binh-gia","res_city_92","VN-09","VN",""
"res_country_district_121","Huyện Văn Lãng","VN-09_C0_Dvan-lang","van-lang","res_city_92","VN-09","VN",""
"res_country_district_122","Huyện Cao Lộc","VN-09_C0_Dcao-loc","cao-loc","res_city_92","VN-09","VN",""
"res_country_district_123","Huyện Văn Quan","VN-09_C0_Dvan-quan","van-quan","res_city_92","VN-09","VN",""
"res_country_district_124","Huyện Bắc Sơn","VN-09_C0_Dbac-son","bac-son","res_city_92","VN-09","VN",""
"res_country_district_125","Huyện Hữu Lũng","VN-09_C0_Dhuu-lung","huu-lung","res_city_92","VN-09","VN",""
"res_country_district_126","Huyện Chi Lăng","VN-09_C0_Dchi-lang","chi-lang","res_city_92","VN-09","VN",""
"res_country_district_127","Huyện Lộc Bình","VN-09_C0_Dloc-binh","loc-binh","res_city_92","VN-09","VN",""
"res_country_district_128","Huyện Đình Lập","VN-09_C0_Ddinh-lap","dinh-lap","res_city_92","VN-09","VN",""
"res_country_district_129","Huyện Tân Phú","VN-39_C0_Dtan-phu","tan-phu","res_city_93","VN-39","VN",""
"res_country_district_130","Huyện Vĩnh Cửu","VN-39_C0_Dvinh-cuu","vinh-cuu","res_city_93","VN-39","VN",""
"res_country_district_131","Huyện Định Quán","VN-39_C0_Ddinh-quan","dinh-quan","res_city_93","VN-39","VN",""
"res_country_district_132","Huyện Trảng Bom","VN-39_C0_Dtrang-bom","trang-bom","res_city_93","VN-39","VN",""
"res_country_district_133","Huyện Thống Nhất","VN-39_C0_Dthong-nhat","thong-nhat","res_city_93","VN-39","VN",""
"res_country_district_134","Huyện Cẩm Mỹ","VN-39_C0_Dcam-my","cam-my","res_city_93","VN-39","VN",""
"res_country_district_135","Huyện Long Thành","VN-39_C0_Dlong-thanh","long-thanh","res_city_93","VN-39","VN",""
"res_country_district_136","Huyện Xuân Lộc","VN-39_C0_Dxuan-loc","xuan-loc","res_city_93","VN-39","VN",""
"res_country_district_137","Huyện Nhơn Trạch","VN-39_C0_Dnhon-trach","nhon-trach","res_city_93","VN-39","VN",""
"res_country_district_138","Huyện Tân Phước","VN-46_C0_Dtan-phuoc","tan-phuoc","res_city_94","VN-46","VN",""
"res_country_district_139","Huyện Cái Bè","VN-46_C0_Dcai-be","cai-be","res_city_94","VN-46","VN",""
"res_country_district_140","Huyện Cai Lậy","VN-46_C0_Dcai-lay","cai-lay","res_city_94","VN-46","VN",""
"res_country_district_141","Huyện Châu Thành","VN-46_C0_Dchau-thanh","chau-thanh","res_city_94","VN-46","VN",""
"res_country_district_142","Huyện Chợ Gạo","VN-46_C0_Dcho-gao","cho-gao","res_city_94","VN-46","VN",""
"res_country_district_143","Huyện Gò Công Tây","VN-46_C0_Dgo-cong-tay","go-cong-tay","res_city_94","VN-46","VN",""
"res_country_district_144","Huyện Gò Công Đông","VN-46_C0_Dgo-cong-dong","go-cong-dong","res_city_94","VN-46","VN",""
"res_country_district_145","Huyện Tân Phú Đông","VN-46_C0_Dtan-phu-dong","tan-phu-dong","res_city_94","VN-46","VN",""
"res_country_district_146","Huyện Đồng Xuân","VN-32_C0_Ddong-xuan","dong-xuan","res_city_95","VN-32","VN",""
"res_country_district_147","Huyện Tuy An","VN-32_C0_Dtuy-an","tuy-an","res_city_95","VN-32","VN",""
"res_country_district_148","Huyện Sơn Hòa","VN-32_C0_Dson-hoa","son-hoa","res_city_95","VN-32","VN",""
"res_country_district_149","Huyện Sông Hinh","VN-32_C0_Dsong-hinh","song-hinh","res_city_95","VN-32","VN",""
"res_country_district_150","Huyện Tây Hoà","VN-32_C0_Dtay-hoa","tay-hoa","res_city_95","VN-32","VN",""
"res_country_district_151","Huyện Phú Hoà","VN-32_C0_Dphu-hoa","phu-hoa","res_city_95","VN-32","VN",""
"res_country_district_152","Huyện Lục Yên","VN-06_C0_Dluc-yen","luc-yen","res_city_96","VN-06","VN",""
"res_country_district_153","Huyện Văn Yên","VN-06_C0_Dvan-yen","van-yen","res_city_96","VN-06","VN",""
"res_country_district_154","Huyện Mù Căng Chải","VN-06_C0_Dmu-cang-chai","mu-cang-chai","res_city_96","VN-06","VN",""
"res_country_district_155","Huyện Trấn Yên","VN-06_C0_Dtran-yen","tran-yen","res_city_96","VN-06","VN",""
"res_country_district_156","Huyện Trạm Tấu","VN-06_C0_Dtram-tau","tram-tau","res_city_96","VN-06","VN",""
"res_country_district_157","Huyện Văn Chấn","VN-06_C0_Dvan-chan","van-chan","res_city_96","VN-06","VN",""
"res_country_district_158","Huyện Yên Bình","VN-06_C0_Dyen-binh","yen-binh","res_city_96","VN-06","VN",""
"res_country_district_159","Huyện Bàu Bàng","VN-57_C0_Dbau-bang","bau-bang","res_city_97","VN-57","VN",""
"res_country_district_160","Huyện Dầu Tiếng","VN-57_C0_Ddau-tieng","dau-tieng","res_city_97","VN-57","VN",""
"res_country_district_161","Huyện Phú Giáo","VN-57_C0_Dphu-giao","phu-giao","res_city_97","VN-57","VN",""
"res_country_district_162","Huyện Bắc Tân Uyên","VN-57_C0_Dbac-tan-uyen","bac-tan-uyen","res_city_97","VN-57","VN",""
"res_country_district_163","Huyện Tây Giang","VN-27_C0_Dtay-giang","tay-giang","res_city_98","VN-27","VN",""
"res_country_district_164","Huyện Đông Giang","VN-27_C0_Ddong-giang","dong-giang","res_city_98","VN-27","VN",""
"res_country_district_165","Huyện Đại Lộc","VN-27_C0_Ddai-loc","dai-loc","res_city_98","VN-27","VN",""
"res_country_district_166","Huyện Duy Xuyên","VN-27_C0_Dduy-xuyen","duy-xuyen","res_city_98","VN-27","VN",""
"res_country_district_167","Huyện Quế Sơn","VN-27_C0_Dque-son","que-son","res_city_98","VN-27","VN",""
"res_country_district_168","Huyện Nam Giang","VN-27_C0_Dnam-giang","nam-giang","res_city_98","VN-27","VN",""
"res_country_district_169","Huyện Phước Sơn","VN-27_C0_Dphuoc-son","phuoc-son","res_city_98","VN-27","VN",""
"res_country_district_170","Huyện Hiệp Đức","VN-27_C0_Dhiep-duc","hiep-duc","res_city_98","VN-27","VN",""
"res_country_district_171","Huyện Thăng Bình","VN-27_C0_Dthang-binh","thang-binh","res_city_98","VN-27","VN",""
"res_country_district_172","Huyện Tiên Phước","VN-27_C0_Dtien-phuoc","tien-phuoc","res_city_98","VN-27","VN",""
"res_country_district_173","Huyện Bắc Trà My","VN-27_C0_Dbac-tra-my","bac-tra-my","res_city_98","VN-27","VN",""
"res_country_district_174","Huyện Nam Trà My","VN-27_C0_Dnam-tra-my","nam-tra-my","res_city_98","VN-27","VN",""
"res_country_district_175","Huyện Núi Thành","VN-27_C0_Dnui-thanh","nui-thanh","res_city_98","VN-27","VN",""
"res_country_district_176","Huyện Phú Ninh","VN-27_C0_Dphu-ninh","phu-ninh","res_city_98","VN-27","VN",""
"res_country_district_177","Huyện Nông Sơn","VN-27_C0_Dnong-son","nong-son","res_city_98","VN-27","VN",""
"res_country_district_178","Huyện Mường Nhé","VN-71_C0_Dmuong-nhe","muong-nhe","res_city_99","VN-71","VN",""
"res_country_district_179","Huyện Mường Chà","VN-71_C0_Dmuong-cha","muong-cha","res_city_99","VN-71","VN",""
"res_country_district_180","Huyện Tủa Chùa","VN-71_C0_Dtua-chua","tua-chua","res_city_99","VN-71","VN",""
"res_country_district_181","Huyện Tuần Giáo","VN-71_C0_Dtuan-giao","tuan-giao","res_city_99","VN-71","VN",""
"res_country_district_182","Huyện Điện Biên","VN-71_C0_Ddien-bien","dien-bien","res_city_99","VN-71","VN",""
"res_country_district_183","Huyện Điện Biên Đông","VN-71_C0_Ddien-bien-dong","dien-bien-dong","res_city_99","VN-71","VN",""
"res_country_district_184","Huyện Mường Ảng","VN-71_C0_Dmuong-ang","muong-ang","res_city_99","VN-71","VN",""
"res_country_district_185","Huyện Nậm Pồ","VN-71_C0_Dnam-po","nam-po","res_city_99","VN-71","VN",""
"res_country_district_186","Huyện Đắk Glei","VN-28_C0_Ddak-glei","dak-glei","res_city_100","VN-28","VN",""
"res_country_district_187","Huyện Ngọc Hồi","VN-28_C0_Dngoc-hoi","ngoc-hoi","res_city_100","VN-28","VN",""
"res_country_district_188","Huyện Đắk Tô","VN-28_C0_Ddak-to","dak-to","res_city_100","VN-28","VN",""
"res_country_district_189","Huyện Kon Plông","VN-28_C0_Dkon-plong","kon-plong","res_city_100","VN-28","VN",""
"res_country_district_190","Huyện Kon Rẫy","VN-28_C0_Dkon-ray","kon-ray","res_city_100","VN-28","VN",""
"res_country_district_191","Huyện Đắk Hà","VN-28_C0_Ddak-ha","dak-ha","res_city_100","VN-28","VN",""
"res_country_district_192","Huyện Sa Thầy","VN-28_C0_Dsa-thay","sa-thay","res_city_100","VN-28","VN",""
"res_country_district_193","Huyện Tu Mơ Rông","VN-28_C0_Dtu-mo-rong","tu-mo-rong","res_city_100","VN-28","VN",""
"res_country_district_194","Huyện Ia H' Drai","VN-28_C0_Dia-h-drai","ia-h-drai","res_city_100","VN-28","VN",""
"res_country_district_195","Huyện Hồng Dân","VN-55_C0_Dhong-dan","hong-dan","res_city_101","VN-55","VN",""
"res_country_district_196","Huyện Phước Long","VN-55_C0_Dphuoc-long","phuoc-long","res_city_101","VN-55","VN",""
"res_country_district_197","Huyện Vĩnh Lợi","VN-55_C0_Dvinh-loi","vinh-loi","res_city_101","VN-55","VN",""
"res_country_district_198","Huyện Đông Hải","VN-55_C0_Ddong-hai","dong-hai","res_city_101","VN-55","VN",""
"res_country_district_199","Huyện Hoà Bình","VN-55_C0_Dhoa-binh","hoa-binh","res_city_101","VN-55","VN",""
"res_country_district_200","Huyện Ea H'leo","VN-33_C0_Dea-h-leo","ea-h-leo","res_city_102","VN-33","VN",""
"res_country_district_201","Huyện Ea Súp","VN-33_C0_Dea-sup","ea-sup","res_city_102","VN-33","VN",""
"res_country_district_202","Huyện Buôn Đôn","VN-33_C0_Dbuon-don","buon-don","res_city_102","VN-33","VN",""
"res_country_district_203","Huyện Cư M'gar","VN-33_C0_Dcu-m-gar","cu-m-gar","res_city_102","VN-33","VN",""
"res_country_district_204","Huyện Krông Búk","VN-33_C0_Dkrong-buk","krong-buk","res_city_102","VN-33","VN",""
"res_country_district_205","Huyện Krông Năng","VN-33_C0_Dkrong-nang","krong-nang","res_city_102","VN-33","VN",""
"res_country_district_206","Huyện Ea Kar","VN-33_C0_Dea-kar","ea-kar","res_city_102","VN-33","VN",""
"res_country_district_207","Huyện M'Đrắk","VN-33_C0_Dm-drak","m-drak","res_city_102","VN-33","VN",""
"res_country_district_208","Huyện Krông Bông","VN-33_C0_Dkrong-bong","krong-bong","res_city_102","VN-33","VN",""
"res_country_district_209","Huyện Krông Pắc","VN-33_C0_Dkrong-pac","krong-pac","res_city_102","VN-33","VN",""
"res_country_district_210","Huyện Krông A Na","VN-33_C0_Dkrong-a-na","krong-a-na","res_city_102","VN-33","VN",""
"res_country_district_211","Huyện Lắk","VN-33_C0_Dlak","lak","res_city_102","VN-33","VN",""
"res_country_district_212","Huyện Cư Kuin","VN-33_C0_Dcu-kuin","cu-kuin","res_city_102","VN-33","VN",""
"res_country_district_213","Huyện An Phú","VN-44_C0_Dan-phu","an-phu","res_city_103","VN-44","VN",""
"res_country_district_214","Huyện Phú Tân","VN-44_C0_Dphu-tan","phu-tan","res_city_103","VN-44","VN",""
"res_country_district_215","Huyện Châu Phú","VN-44_C0_Dchau-phu","chau-phu","res_city_103","VN-44","VN",""
"res_country_district_216","Huyện Tịnh Biên","VN-44_C0_Dtinh-bien","tinh-bien","res_city_103","VN-44","VN",""
"res_country_district_217","Huyện Tri Tôn","VN-44_C0_Dtri-ton","tri-ton","res_city_103","VN-44","VN",""
"res_country_district_218","Huyện Châu Thành","VN-44_C0_Dchau-thanh","chau-thanh","res_city_103","VN-44","VN",""
"res_country_district_219","Huyện Chợ Mới","VN-44_C0_Dcho-moi","cho-moi","res_city_103","VN-44","VN",""
"res_country_district_220","Huyện Thoại Sơn","VN-44_C0_Dthoai-son","thoai-son","res_city_103","VN-44","VN",""
"res_country_district_221","Huyện Mường Lát","VN-21_C0_Dmuong-lat","muong-lat","res_city_104","VN-21","VN",""
"res_country_district_222","Huyện Quan Hóa","VN-21_C0_Dquan-hoa","quan-hoa","res_city_104","VN-21","VN",""
"res_country_district_223","Huyện Bá Thước","VN-21_C0_Dba-thuoc","ba-thuoc","res_city_104","VN-21","VN",""
"res_country_district_224","Huyện Quan Sơn","VN-21_C0_Dquan-son","quan-son","res_city_104","VN-21","VN",""
"res_country_district_225","Huyện Lang Chánh","VN-21_C0_Dlang-chanh","lang-chanh","res_city_104","VN-21","VN",""
"res_country_district_226","Huyện Ngọc Lặc","VN-21_C0_Dngoc-lac","ngoc-lac","res_city_104","VN-21","VN",""
"res_country_district_227","Huyện Cẩm Thủy","VN-21_C0_Dcam-thuy","cam-thuy","res_city_104","VN-21","VN",""
"res_country_district_228","Huyện Thạch Thành","VN-21_C0_Dthach-thanh","thach-thanh","res_city_104","VN-21","VN",""
"res_country_district_229","Huyện Hà Trung","VN-21_C0_Dha-trung","ha-trung","res_city_104","VN-21","VN",""
"res_country_district_230","Huyện Vĩnh Lộc","VN-21_C0_Dvinh-loc","vinh-loc","res_city_104","VN-21","VN",""
"res_country_district_231","Huyện Yên Định","VN-21_C0_Dyen-dinh","yen-dinh","res_city_104","VN-21","VN",""
